x1,x2,x3,x4,y
21.29,15.19,36.89,52.15,248.3091263
27.98,28.26,55.71,23.48,225.3458228
38.6,32.49,71.86,50.24,310.5298446
19.72,14.02,33.04,13.44,141.6397053
59.51,38.88,97.68,27.29,315.7587042
20.66,13.55,34.51,30.51,146.9366425
53.82,37.26,90.9,15.46,297.2102495
50.29,59.87,110.02,50.1,437.6567403
51.86,13.48,65.83,21,234.7577187
45.69,12.02,57.42,21.59,226.2482551
58.28,12.25,70.42,49.64,320.7818882
54.71,16.8,72.47,17.81,195.7607568
34.71,39.83,74.71,44.71,304.8282987
35.91,21.94,57.89,44.46,282.8875625
33.42,13.94,47.66,43.48,229.1461988
16.89,19.14,36.68,21.66,150.8166484
48.64,54.46,102.97,32.46,368.6897329
16.24,57.39,74.33,38.99,346.7837141
49.29,37.54,86.39,55.05,368.8884908
18.55,18.55,37.94,41.52,208.6958303
44.72,23.6,68.11,38.21,281.4601578
48,26.65,73.89,58.77,333.1628775
23.47,32.63,56.41,36.72,289.9214741
49.42,58.89,107.46,22.01,344.4834073
21.65,10.61,31.69,57.06,263.1704404
16.02,55.14,70.74,14.32,308.1278604
16.9,15.54,31.97,39.87,197.3409037
45.28,35.29,80.87,30.03,284.4420015
30.47,51.84,82.32,13.53,292.1433879
39.3,51.96,91.16,32.87,306.2494035
15.72,14.47,30.87,46.81,229.039227
19.76,43.24,63.4,15.27,198.7863004
48.69,25.08,74.58,26.08,270.5516223
59.66,49.35,109.09,17.52,338.907901
56.86,47.86,105.38,35.81,323.8684994
30.24,41.07,71.29,57.97,369.5137356
37.76,20.36,58.36,27.22,209.3231705
29.34,16.6,45.62,13.33,168.865206
47.67,22.41,70.05,25.27,230.2532864
18.3,21.93,39.79,20.54,179.6204532
15.85,57.36,73.68,15.89,257.1184941
46.97,35.68,82.11,44.56,350.4643883
32.1,50.33,83.04,21.27,289.5500733
39.62,55.16,93.96,38.08,329.5506273
59.63,28.76,87.97,55.69,342.7272739
10.83,22.12,32.83,50.52,238.3608173
30.64,14.35,44.52,13.91,149.4582383
53.99,58.56,112.93,46.88,416.5513582
17.45,47.61,64.51,11.85,216.6068568
18.01,19.74,38.58,30.13,194.5142093
52.4,29.83,82.22,10.52,194.8456028
58.29,26.55,85.11,28.94,292.9237482
22.76,12.85,34.82,42.36,191.430636
41.21,37.85,78.74,29.43,284.2670481
52.16,52.17,104.74,14.32,291.2742539
42.98,50.36,94.11,59.88,411.3897228
46.97,53.02,100.22,18.03,311.3672825
36.51,49.79,87.19,54.79,374.1961059
40.42,47.27,87.73,57.41,398.2831129
42.08,39.05,81.36,43.72,300.8402715
22.77,25.98,49.66,20.68,139.1848881
16.5,31.14,47.58,20.21,169.4751116
42.52,51.22,93.44,15.49,251.350675
41.64,34.93,77.18,37.9,297.0897308
38.86,52.16,91.49,24.43,319.2797345
58.12,15.28,72.6,57.79,374.5956142
12.94,29.43,42.59,56.58,291.8959323
26.4,14.76,40.58,33.22,215.2855837
56.31,27.71,83.32,22.41,267.8122941
14.25,58.2,72.96,40.86,331.2090392
43.72,48.66,91.78,39.89,347.9772907
22.48,34.19,57.4,57.18,329.0843323
33.14,52.5,86.63,41.65,371.5429301
35.89,52.83,89.23,16.58,269.1170806
33.67,39.24,72.61,42.32,346.5446558
17.17,10.25,27.23,44.86,230.0249946
12.01,24.35,36.96,21.14,185.0645831
33.47,16.07,50.4,36.34,231.0560498
47.72,14.34,61.29,35.8,235.1479464
47.91,52.06,99.78,38.36,368.1627686
17.45,13.19,31.04,12.98,92.45944765
36.8,59.88,96.4,50.8,403.9212422
29.12,13.53,42.44,18.69,189.5376658
50.21,31.62,82.07,51.22,391.5938599
59.61,15.67,74.55,12.36,172.1027532
23.22,48.59,70.96,54.97,360.803315
10.44,43.36,53.71,14.55,206.4296363
39.06,20.69,59.03,31.14,247.9438452
44.8,58.78,103.38,20.99,351.3023615
35.62,24.76,61.24,18.76,211.3883597
30.99,50.34,81.63,54.28,382.5402908
52.51,54.49,106.58,30.49,328.0870552
47.95,15.77,64.67,31.92,224.9070618
16.09,19.81,36.47,41.94,230.869649
45.08,32.61,77.79,50.9,355.1156941
51.25,24.02,74.63,26.78,268.5854242
46.41,30.87,77.75,36.51,277.7325044
32.37,51.8,84.97,59.24,415.2401638
57.64,21.12,78.09,36.49,315.5419946
11.62,43.95,55.2,45.47,296.302612
57.37,15.14,72.17,58.64,305.7306516
17.71,40.52,57.42,24.77,232.5601229
52.25,27.85,81.02,12.19,232.7024145
18.31,40.67,59.46,59.73,354.2379547
37.35,20.74,58.64,47.96,307.5631995
27.15,19.12,47.14,37.5,214.5348367
46.81,18.99,65.68,19.55,169.6693587
39.5,16.34,55.17,12.79,171.033417
42.54,12.07,55.14,24.92,201.5448767
53.77,58.28,112.16,55.06,426.6412382
39.1,22.51,62.53,23.15,201.8782846
46.47,38.77,85.96,45.04,343.6251588
29.19,52.97,81.41,19.77,295.3543369
45.27,29.3,74.4,34.37,296.8805683
27.43,14.59,42.62,34.72,208.8429719
34.28,32.59,66.59,27.86,246.7343851
54.18,23.92,78.8,51.56,363.0100493
16.96,29.94,47.65,13.78,164.3835129
37.45,24.94,61.7,38.09,290.9433449
16.15,59.33,75.45,30.8,284.7849826
29.63,34.21,64.62,32.47,256.4051133
51.02,58.69,109.18,16.6,300.6879738
52.31,19.12,71.3,21.22,250.2531003
15.86,38.37,54.01,54.73,284.2620118
47.82,23.78,70.84,11.59,172.0048277
44.04,30.18,75.09,17.61,230.655442
41.3,57.44,98.64,42.43,382.015058
11.33,15.55,26.37,22.51,177.6851114
39.99,43.54,83.82,35.25,296.286903
43.04,50.54,94.16,16.91,296.2453513
58.3,55.54,113.91,23.72,365.2651347
27.4,42.04,69.17,20.86,288.673345
16.77,20.58,37.88,54.75,273.2163448
30.34,44.77,74.42,49.67,359.9791951
24.83,53.91,78.55,37.31,362.5579029
29.38,25.68,55.49,22.89,198.631517
57.42,17.82,74.63,12.32,214.750654
55.96,43.83,100.56,34.59,358.1575505
57.25,50.88,107.49,27.45,364.2060779
36.18,13.34,49.4,34.31,198.6533572
20.88,26.25,47.36,13.23,166.2644066
24.68,49.9,75.53,16.08,213.5693252
18.77,32.43,51.24,29.31,262.2950661
54.23,37.46,92.49,26.34,296.2769824
14.57,15.84,29.47,15.25,101.067011
59.11,42.93,102.27,53.46,377.2933129
19.47,43.14,62.55,35.65,280.7372638
31.63,51.61,82.45,45.6,317.8300697
32.21,32.53,64.98,46.92,328.5455237
51.77,53.03,104.93,35,370.8134573
58.84,54.29,112.14,41.73,408.5352968
12.17,57.13,69.07,53.78,342.0016578
20.85,55.52,76.14,58.61,369.1841193
23.49,51.05,74.72,38.97,294.4924307
39.78,29.18,69.67,50.47,300.4144424
33.56,30.38,63.22,47.21,286.2298261
14.62,15.25,28.98,18.04,156.8703013
54.16,26.56,80.4,10.4,164.514058
27.07,21.28,48.64,18.45,132.5423389
19.51,10.59,30.88,21,145.1197584
42.62,47.45,90.94,53.14,354.0771313
16.01,44.93,61.28,47.1,282.6650424
23.46,24.83,47.34,17.8,122.7775836
18.34,55.31,74.37,45.94,331.9499029
31.14,15.48,47.59,57.98,258.4562029
13.48,42.99,56.24,23.73,210.9278456
56.85,44.03,99.99,50.55,385.6412532
32.55,41.89,73.49,52.08,346.7087956
42.88,30.46,74.19,23.35,233.2296661
36.7,24.9,61.06,49.94,299.487222
38.66,24.11,63.03,32.28,231.0429075
48.27,53.18,101.88,12.46,304.0759224
31.61,45.96,78.15,56.84,348.7648916
30.57,42.19,73,27.87,284.1489263
23.57,21.09,44.75,18.62,152.2655362
14.74,52.37,66.13,14.2,242.3953841
36.66,35.65,72.31,58.13,346.1499156
44.41,59.88,104.2,27.31,330.1172064
18.63,13.18,32.52,17.55,149.0716343
41.78,43.07,83.86,47.25,333.0831712
29.69,27.5,56.74,34.42,226.214853
16.19,32.37,48.69,46.56,282.7339475
56,58.12,113.49,58.89,489.5208903
13.74,46.26,59.56,56.79,313.4805712
14.73,20.21,34.47,49.82,248.5100551
27.4,34.86,62.85,50.06,297.5353756
45.42,38.23,83.3,38.45,345.3563903
27.87,46.07,73.5,56.19,374.4058121
43.44,48.24,92.66,42.21,351.7611174
10.37,52.6,63.91,54.89,361.3157744
29.8,58.34,87.99,26.96,297.5280851
23.72,25.61,50.01,35.1,230.0460953
33.34,59.99,92.76,55.17,380.5636462
30.94,25.42,55.83,33.65,227.5544287
32.4,16.52,49.58,26.69,194.5765588
33.32,42.55,75.4,45.51,292.5958446
17.43,44.53,62.81,15.59,231.4275807
30.95,17.82,49.08,39.85,245.810067
38.53,33.48,72.6,32.02,259.2946824
43.33,24.84,68.82,23.33,216.0653886
46.64,12.18,58.27,32.39,236.5071173
41.04,59.48,101.41,56.9,441.7218019
13.1,32.13,45.72,58.35,281.4462998
55.41,23.84,78.42,29.86,264.8986953
47.61,43.06,91.3,56.77,404.8502304
55.95,18.8,74.39,46.32,318.410023
12.85,17.9,30.69,29.18,150.2801829
55.43,51.88,107.27,25.81,320.4527909
34.5,46.29,81.62,33.41,345.1774945
34.75,38.35,73.6,27.67,276.9474018
33.97,20.74,55.15,58.53,264.1387553
41.15,32.9,73.51,12.12,235.2981123
47.19,35.46,82.92,54.41,377.9018751
11.58,32.13,43.4,23.18,195.5311497
35.57,42.96,77.67,17.5,220.2394962
21.13,36.47,57.24,51.45,288.6526076
42.63,55.24,98.13,39.87,359.5734169
18.64,25.07,43.28,22.88,165.7250913
57.24,59.1,115.77,38.12,425.7492191
37,31.47,68.68,27.43,256.2617056
12.51,30.42,43.53,24.36,199.2307911
11.73,51.17,62.38,41.91,339.0350706
17.8,10.58,28.42,46.27,180.9749246
32.43,53.82,86.25,27.55,309.4104319
32.78,57.02,89.11,17.32,283.2710088
13.03,44.44,57.3,28.88,250.4591416
52.83,14.57,66.88,27.73,200.8814865
36.96,40.05,76.03,23.03,249.3993073
58.28,18.54,76.91,51.02,328.9403522
38.77,17.65,56.48,10.37,155.4184982
15.22,28.4,42.73,16.35,166.9870888
39.38,29.53,69.42,10.9,211.0804496
40.03,28.38,68.03,50.79,300.9808067
56.8,40.42,97.68,28.95,321.5152194
41.18,41.68,83.6,20.61,246.4469311
29.02,53.73,82.55,27.74,291.3079918
29.35,49.23,77.79,36.25,317.8111624
11.34,30.84,41.99,44.13,234.6782333
27.53,51.97,79.07,14.98,282.0368243
55.32,22.58,78.26,38.9,286.2447113
18.71,39.31,58.93,28.53,268.7368851
14.48,46.33,60.43,43.96,295.4180666
56.97,36.23,92.92,33,307.7924046
29.82,23.33,53.25,45.51,272.9994713
22.38,58.42,81.69,47.36,359.6031304
53.72,47.73,100.92,37.24,345.7465756
44.03,20.93,64.3,10.76,147.6575264
56.76,13.35,69.14,33.99,270.2703342
47.34,39.23,86.17,23.27,283.6868083
40.99,30.33,71.25,12.52,220.2240117
46.57,27.17,73.53,57.63,366.5986449
17.13,26.28,43.03,55.55,264.4341611
22.27,55.48,76.85,16.64,258.4816602
18.86,22.19,40.69,33.97,212.1649492
25.47,55.21,81.11,59.02,393.1528
23.76,48.25,72.15,21.9,245.5817157
24.67,14.28,38.6,30.62,178.6812241
12.59,46.71,59.39,51.12,300.9982768
36.97,13.42,49.6,22.3,195.9734179
10.45,54.71,65.37,15.76,213.572839
14.34,55.52,69.81,59.6,383.9728963
35.08,18.92,54.57,54.38,309.902426
21.23,30.78,52.06,27.72,245.3987904
18.93,10.28,29.41,54.07,185.6349022
45.4,20.82,66.16,27.17,235.81519
53.52,52.01,104.77,41.12,399.0372595
46.03,46,92.74,27.75,296.5987172
49.07,47.43,97.45,21.69,305.9495783
36.1,44.42,79.6,13.47,256.2247546
45.01,47.38,91.9,50.62,427.2894555
37.75,32.8,69.86,59.52,346.233739
19.36,42.87,62.53,57.24,310.1708871
21.19,12.29,34.42,14.13,82.90850513
49.56,42.01,90.92,28.89,297.4096613
31.3,34.72,66.03,50.32,356.8071002
17.59,35.4,52.49,54.76,308.8495841
45.57,22.6,67.65,59.27,301.6130618
35.17,41.3,76.97,58.29,361.0450656
13.85,33.99,48.73,17.5,215.1831336
13.25,37.19,50.19,18.34,199.2081263
42.99,49.74,93.4,47.44,338.5582403
28.24,27.47,56.03,59.08,317.0996425
11.58,49.38,61.11,50.65,346.7218106
55.78,31,87.09,28.4,266.9663947
41.8,49.69,91.68,53.96,391.1315064
10.28,16.63,27.49,19.06,130.3378922
12.68,37.6,51.23,41.5,260.8979648
14.08,59.69,74.04,37.43,325.3874326
11.23,19.13,29.47,33.73,176.0776111
55.23,17.2,72.59,13.81,153.5400033
11.81,16.73,27.84,18.55,94.80533712
24.46,49.95,74.44,24.11,273.9192855
40.12,41.19,80.45,18.17,285.931252
52.91,32.92,84.86,24.96,265.1352902
48.97,14,63.1,20.66,193.5928426
32.77,30.34,62.51,46.68,297.7673407
33.46,15.2,48.37,51.82,237.1935379
21.19,25.85,46.78,38.54,208.8202288
23.97,25.09,49.73,54.85,277.5699867
36.51,20.18,55.83,30.03,208.4769068
51.41,21.67,72.93,59.45,332.0716555
17.15,44.07,60.55,31.91,281.611315
42.19,34.75,77.66,11.98,229.9739751
40.69,12.98,54.32,38.21,263.7978684
46.85,13.62,59.89,20.33,187.9029373
20.15,46.71,66.8,53.57,328.2467153
10.42,20.85,31.85,54.08,249.8087819
40.31,44.31,84.46,58.21,373.5401244
16.38,58.13,74.4,20.34,265.352786
20.77,56.16,76.95,26.13,297.9420115
40.03,54.53,94.16,24.08,320.7409441
23.42,53.19,77.58,16.39,279.8953258
10.84,49.12,60.1,25.01,249.6159206
25.93,21.6,47.29,47.17,272.0103101
11.29,22.8,34.56,53.92,267.1176947
59.52,30.86,91.06,17.69,258.4066439
38.27,41.83,80.56,58.06,355.9071911
30.92,54.69,85.04,51.58,384.4452836
25.05,36.37,61.5,20.66,223.4415529
32.61,32.71,65.46,56.32,344.1153116
51.05,36.86,88.16,49.58,416.9535746
19.71,49.18,68.44,37.91,269.9126993
58.99,50.53,110.27,44.9,416.0682594
38.83,19.98,59.53,48.39,284.1897941
45.27,35.21,79.61,45.99,320.4909916
38.11,28.43,66.56,28.68,272.0671166
29.63,43.13,72.92,16.62,237.5209049
28.41,21.25,49.96,33.15,232.9899861
49.4,34.62,84.52,47.2,301.708524
40.08,54.75,95.32,24.5,337.567811
34.37,28.72,63.35,25.46,214.8446443
40.41,16.53,56.8,57.46,271.6741793
52.46,36.4,88,39.02,328.8820124
12.83,30.13,43.24,44.34,278.0617811
19.8,38.95,58.42,33.92,243.7644433
56.49,28.39,84.51,42.84,328.247226
43.93,29.08,73.81,34.5,244.9842273
22.56,45.29,67.98,55.74,352.1764489
24.08,23.54,47.88,59.68,308.7273503
28.53,10.43,39.59,20.92,131.171444
29.3,31.89,60.63,16.54,199.213968
21.34,38.39,58.92,41.98,309.8521135
35.57,30.42,66.05,41.48,284.8969868
35.3,22,56.9,16.76,184.3043327
38.59,48.66,86.78,29.89,318.3120463
21.07,59.93,80.4,57.39,396.8351315
10.41,21.73,32,17.69,141.3264341
27.28,27.74,54.85,49.63,274.6905585
10.17,40.06,50.67,27.7,247.9913674
40.43,20.17,59.89,11.46,169.5004252
23.34,45.8,69.79,38.07,295.9938188
26.75,41.34,67.18,12.78,198.4172483
11.17,33.62,45.41,35.79,233.2173979
23.15,21.42,44.64,27.51,186.6834887
15.12,51.93,67.84,34.85,293.3114162
42.57,27.42,69.15,58.1,304.4860461
36.42,38.04,74.07,19.67,225.9464353
21.42,53.88,75.29,33.68,319.2717979
12.75,22.24,34.42,41.68,210.4415075
46.62,39.93,86.67,24.24,267.6228975
20.04,18.97,39.41,44.27,240.3770793
16.75,16.46,33.21,36.67,185.6009662
18.3,11.72,30.26,43.22,237.0004293
32.81,48.24,81,11.18,249.5770686
30.68,24.2,54.79,47.57,291.1799101
25.08,46.3,71.05,25.99,264.2927521
50.81,29.79,79.76,45.79,343.9126771
23.4,47.22,69.86,47.52,335.5167189
29.49,21.9,50.84,41.12,213.8613286
25.61,57.09,81.89,16.53,259.8264595
58.77,47.37,105.52,39.32,357.1773484
36.95,29.12,66.17,20.42,212.0458923
37.22,36.29,73.04,33.58,303.8310033
14.58,39.03,53.13,12.57,187.534446
31.68,49.91,81.55,37.38,313.632327
38.01,55.03,93.1,26.41,355.2534476
47.77,12.29,60.23,54.02,279.2502982
57.2,21.44,79.23,22.82,259.2300794
18.03,34.11,51.91,10.15,140.3046466
12.36,47.53,60.22,45.12,311.4278123
28.89,56.16,85.26,21.49,294.7119081
10.1,55.27,64.93,19.43,245.2584501
45.59,20.52,66.8,57.41,326.1438521
27.24,59.97,87.96,33.86,348.471778
18.76,13.98,32.5,51.65,258.7442349
42.97,13.32,56.09,36.25,200.9503999
35.1,39.06,73.26,50.54,320.3198752
17.55,11.49,28.71,39.83,192.6865845
49.88,57.72,108.54,25.95,339.7685867
36.56,47.66,83.67,19.01,256.9981453
35.83,16.96,53.02,19.43,198.2659918
40.75,39.26,79.57,10.55,245.1717161
14.83,37.14,52.19,27.32,215.3020946
21.2,55.11,76.55,16.98,260.1548902
35.48,59.7,94.85,39.82,368.5021965
55.1,22.86,78.77,11.24,217.171666
54.41,54.53,109.06,27.71,329.3727275
14.01,48.1,62.36,49.45,347.6623097
35.17,30.68,65.27,18.92,228.793499
41.07,42.25,84.21,44.5,343.848872
39.78,33.37,72.78,14.45,228.7017657
13.16,35.07,48.2,13.86,180.7322898
29.53,17.76,46.8,24.98,177.9512486
44.04,59.14,103.51,28.03,382.5371684
58.2,43.92,101.69,10.96,264.9321227
24.22,58.67,82.36,23.81,292.0386257
19.68,35.31,54.29,54.02,290.6450211
39.17,59.26,98.23,59.65,470.7333283
57.79,12.59,70.68,47.47,251.2102583
10.22,26.91,37.08,17.43,153.7161462
35.04,47.52,82.18,50.56,348.7958482
55.92,41.65,98.38,30.72,319.0621976
15.34,35.83,51.53,31.28,200.991442
35.36,59.69,94.65,10.17,321.9461252
27.97,22.72,50.74,15.67,182.6098906
50.3,14.07,64.22,14.93,151.7111352
21.05,21.55,42.04,31.13,225.5167816
22.13,50.91,73.11,10.26,229.8810127
17.22,45.11,62.29,32.54,247.7362008
33.54,19.56,53.93,14.62,161.6807475
30.41,28.55,59.07,26.37,259.6093522
45.57,16.3,62.25,11.05,190.6152308
14.98,10.72,26.17,35.12,189.8229828
33.52,54.24,87.53,52.15,426.5226569
48.63,14.67,63.6,40.87,286.4376102
57.31,48.14,104.49,26.49,318.3099688
10.63,15.27,25.49,35.96,210.7960605
37.2,41.85,78.05,33.08,281.5316447
34.97,40.48,74.61,19.89,304.4039448
55.45,46.9,102.24,15.84,293.6723614
22.02,39.51,62.39,46.56,296.587049
57.11,28.32,86.06,20.17,261.7898564
23.69,42.6,66.47,46.69,308.6160713
35.89,22.24,58.81,27.09,216.4965429
25.31,48.9,74.75,20.45,246.7930738
56.1,15.74,71.24,49.12,310.437656
49.38,53.41,102.15,45.21,435.7278335
25.93,40.51,67.37,42.86,304.9096839
43.68,36.36,80.48,58.07,372.4721506
25.85,22.66,49.14,42.32,234.2053513
46.02,48.88,94.83,23.4,322.8179334
20.75,36.35,58.02,45.55,287.8409857
15.97,18.32,34.32,44.36,210.7911611
21.92,20.97,42.72,46.19,230.7939647
18.07,49.9,67.97,31.02,306.7542135
57.52,31.99,88.55,32.49,313.9024885
14.91,16.13,30.37,42.71,252.1101508
38.08,17.14,54.63,52.53,279.901512
29.52,16.31,46.52,18,172.3643916
12.9,57.64,70.19,39.6,308.9286715
31.16,47.34,78.07,40.72,328.1438062
16.14,13.29,28.71,30.69,156.1305181
58.03,10.23,68.79,14.65,203.688318
50.13,33.09,82.27,12.8,253.1844662
45.74,51.64,96.79,20.17,291.2889963
43,57.06,99.17,51.99,386.671509
18.33,55.03,73.02,16.9,272.5510105
38.47,15.67,53.49,37.89,243.447139
18.3,57.39,76.57,33.56,322.2299644
19.48,32.6,52.32,12.4,187.3554266
36.37,10.06,45.85,27.33,198.1404747
45.51,43.2,88.23,18.24,249.3205225
56.35,38.74,95.91,17.76,265.3943912
31.23,41.64,72.46,19.56,240.6678085
27.87,26.19,53.17,57.2,287.8055914
46.11,35.77,82.54,56.59,386.6255518
19.36,37.75,56.89,44.07,260.2777242
29.93,32.57,63.22,14.06,179.9053882
30.7,46.35,77.8,57.11,370.7678581
14.93,55.32,70.55,38.97,288.9950862
49.33,39.52,89.78,49.49,349.1518924
23.14,57.9,81.78,53.65,390.3925691
14.31,17.48,31.07,11.57,167.1964223
19.63,10.48,29.55,25.81,131.2267358
27.82,12.69,40.98,15.07,145.2696985
32.16,31.11,62.8,24.7,211.3630447
39.97,16.79,57.74,45.69,245.3857784
36,29.18,64.33,39.56,286.8605442
21.07,33.11,53.72,43.35,267.9189656
55.68,47.38,103.51,15.24,292.6008583
59.02,38.88,98.19,55.03,393.7111008
50.63,10.54,61.91,48.54,271.4865099
57.13,31.38,87.94,47.3,371.4792198
45.57,57.16,103.11,55.22,428.0595928
36.31,34.46,70.82,18.6,210.0256505
11.98,36.02,48.67,17.56,195.863785
53.5,32.79,86.96,10.63,220.7365723
37.49,22.83,60.27,42.19,264.0745255
34.07,10.21,44.45,38.76,220.8106073
48.34,12.53,60.37,45.92,277.7024039
28.58,54.91,83.13,54.94,433.9825649
52.74,40.25,93.07,54.05,397.9663556
18.16,17.07,35.72,36.37,204.2696668
16.98,45.68,62.95,44.93,295.5625625
43.51,16.06,59.27,11.96,179.5279357
53.52,27.81,80.62,27.44,276.397619
14.61,57.61,71.79,53.62,384.8760064
14.4,16.12,30.93,15.85,121.3680914
34.92,38.04,72.8,55.41,370.5755119
19.13,28.94,48.89,59.93,325.9202485
38.99,21.04,59.19,51.15,290.9292908
40.63,19.09,59.69,41.93,270.3713145
58.41,29.68,87.53,51.17,378.514858
51.23,15.58,66.95,24.75,247.4090037
55.26,18.62,73.45,16.39,229.766048
53.29,46.56,99.32,11.49,283.9381835
18.71,29.56,47.96,47.07,292.7936223
47.09,21.46,68.97,31.11,246.6476421
20.46,51.75,71.42,58.86,376.0421838
56.67,14.34,70.91,50.66,318.7149613
40.84,36.5,76.75,45.56,283.6063095
57.05,11,67.53,52,296.6432561
31.74,41.86,74.13,46.29,313.1204621
34.96,37.63,71.8,48.99,362.2971096
59.95,45.94,105.95,14.88,304.5232972
54.98,54.99,110.88,56.26,435.8309149
56.6,53.5,109.32,32.54,370.7079725
35.08,32.04,67.07,27.9,234.1232656
